# RaceRender Data: TrackAddict 4.8.2 on iOS 26.0 [iPhone14,5] (Mode: 0)
# Vehicle: 2021 Mazda MX-5 Club
# Vehicle Tune: OSID's: PAEAEB000PEP6010, CVN's: 50F61056
# End Point: 32.523121, -97.615272  @ -1.00 deg
# Split Point 1: 32.521038, -97.618430  @ -1.00 deg
# Split Point 2: 32.523611, -97.613974  @ -1.00 deg
# Split Point 3: 32.523863, -97.611440  @ -1.00 deg
# GPS: iOS; Type: 0
# OBD Mode: BLE; ID: "ELM327 v1.5"
# OBD Settings: AP1;AF1;RPR0
# User Settings: U0;AS1;LT0/1;EC0;VC0;VQ3;VS1
# Device Free Space: 18135 MB
"Time","UTC Time","Lap","Sector","Predicted Lap Time","Predicted vs Best Lap","GPS_Update","GPS_Delay","Latitude","Longitude","Altitude (m)","Altitude (ft)","Speed (MPH)","Heading","Accuracy (m)","Accel X","Accel Y","Accel Z","Brake (calculated)","Barometric Pressure (PSI)","Pressure Altitude (ft)","OBD_Update","Engine Speed (RPM) *OBD","Vehicle Speed (mph) *OBD","Throttle Position (%) *OBD","Intake Air Temp (F) *OBD","Intake Manifold Pressure (PSI) *OBD","Engine Coolant Temp (F) *OBD"
163.547,1757547167.547,1,3,0,0,0,0.000,32.5209062,-97.6114028,311.4,1022,70.1,86.2,3.5,-0.18,0.96,-0.05,0,0.000,0,0,5479.750,67.108,91.765,102.200,13.779,195.800
163.583,1757547167.583,1,3,0,0,0,0.000,32.5209062,-97.6114028,311.4,1022,70.1,86.2,3.5,-0.18,0.98,-0.05,0,0.000,0,1,5725.500,68.351,91.765,102.200,13.779,195.800
163.635,1757547167.635,1,3,0,0,1,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.18,0.98,-0.05,0,0.000,0,0,5725.500,68.351,91.765,102.200,13.779,195.800
163.688,1757547167.688,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.20,0.98,-0.04,0,0.000,0,0,5725.500,68.351,91.765,102.200,13.779,195.800
163.738,1757547167.738,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.20,0.96,-0.04,0,0.000,0,0,5725.500,68.351,91.765,102.200,13.779,195.800
163.788,1757547167.788,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.21,0.98,-0.01,0,0.000,0,0,5725.500,68.351,91.765,102.200,13.779,195.800
163.839,1757547167.839,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.25,1.04,0.02,0,0.000,0,0,5725.500,68.351,91.765,102.200,13.779,195.800
163.889,1757547167.889,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.26,1.04,0.02,0,0.000,0,0,5725.500,68.351,91.765,102.200,13.779,195.800
163.939,1757547167.939,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.26,0.93,-0.02,0,0.000,0,0,5725.500,68.351,91.765,102.200,13.779,195.800
163.952,1757547167.952,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.15,0.83,-0.09,0,0.000,0,1,5829.250,69.594,91.765,102.200,13.779,195.800
163.999,1757547167.999,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.15,0.83,-0.09,0,0.000,0,0,5829.250,69.594,91.765,102.200,13.779,195.800
164.050,1757547168.050,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.21,0.88,0.01,0,0.000,0,0,5829.250,69.594,91.765,102.200,13.779,195.800
164.100,1757547168.100,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.23,0.91,0.02,0,0.000,0,0,5829.250,69.594,91.765,102.200,13.779,195.800
164.150,1757547168.150,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.23,0.91,0.04,0,0.000,0,0,5829.250,69.594,91.765,102.200,13.779,195.800
164.201,1757547168.201,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.23,0.87,0.04,0,0.000,0,0,5829.250,69.594,91.765,102.200,13.779,195.800
164.251,1757547168.251,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.23,0.83,0.04,0,0.000,0,0,5829.250,69.594,91.765,102.200,13.779,195.800
164.301,1757547168.301,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.23,0.83,0.03,0,0.000,0,0,5829.250,69.594,91.765,102.200,13.779,195.800
164.351,1757547168.351,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.17,0.76,-0.08,0,0.000,0,0,5829.250,69.594,91.765,102.200,13.779,195.800
164.400,1757547168.400,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.17,0.76,-0.08,0,0.000,0,1,5881.000,70.836,91.765,102.200,13.779,195.800
164.452,1757547168.452,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.20,0.80,-0.02,0,0.000,0,0,5881.000,70.836,91.765,102.200,13.779,195.800
164.502,1757547168.502,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.27,0.82,-0.02,0,0.000,0,0,5881.000,70.836,91.765,102.200,13.779,195.800
164.553,1757547168.553,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.21,0.80,-0.10,0,0.000,0,0,5881.000,70.836,91.765,102.200,13.779,195.800
164.603,1757547168.603,1,3,0,0,0,0.000,32.5209318,-97.6111204,312.2,1024,65.6,76.0,3.5,-0.22,0.75,-0.15,0,0.000,0,0,5881.000,70.836,91.765,102.200,13.779,195.800
164.643,1757547168.643,1,3,0,0,1,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,-0.21,0.69,-0.16,0,0.000,0,0,5881.000,70.836,91.765,102.200,13.779,195.800
164.693,1757547168.693,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,0.01,0.69,-0.16,0,0.000,0,0,5881.000,70.836,91.765,102.200,13.779,195.800
164.743,1757547168.743,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,0.05,0.79,-0.14,0,0.000,0,0,5881.000,70.836,91.765,102.200,13.779,195.800
164.786,1757547168.786,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,0.01,0.83,-0.09,0,0.000,0,1,6019.750,72.700,16.471,102.200,3.336,195.800
164.834,1757547168.834,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,0.05,0.83,-0.05,0,0.000,0,0,6019.750,72.700,16.471,102.200,3.336,195.800
164.884,1757547168.884,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,0.07,0.82,-0.09,0,0.000,0,0,6019.750,72.700,16.471,102.200,3.336,195.800
164.934,1757547168.934,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,0.07,0.82,-0.05,0,0.000,0,0,6019.750,72.700,16.471,102.200,3.336,195.800
164.985,1757547168.985,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,0.02,0.88,0.02,0,0.000,0,0,6019.750,72.700,16.471,102.200,3.336,195.800
165.035,1757547169.035,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,-0.01,0.94,0.02,0,0.000,0,0,6019.750,72.700,16.471,102.200,3.336,195.800
165.085,1757547169.085,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,0.02,0.98,-0.06,0,0.000,0,0,6019.750,72.700,16.471,102.200,3.336,195.800
165.136,1757547169.136,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,-0.03,0.94,-0.06,0,0.000,0,0,6019.750,72.700,16.471,102.200,3.336,195.800
165.148,1757547169.148,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,0.06,0.89,-0.12,0,0.000,0,1,5653.000,71.458,18.824,102.200,3.191,195.800
165.196,1757547169.196,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,-0.07,0.85,-0.12,0,0.000,0,0,5653.000,71.458,18.824,102.200,3.191,195.800
165.247,1757547169.247,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,0.11,0.85,0.01,0,0.000,0,0,5653.000,71.458,18.824,102.200,3.191,195.800
165.296,1757547169.296,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,0.11,0.99,0.05,0,0.000,0,0,5653.000,71.458,18.824,102.200,3.191,195.800
165.347,1757547169.347,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,0.11,1.07,0.05,0,0.000,0,0,5653.000,71.458,18.824,102.200,3.191,195.800
165.397,1757547169.397,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,-0.05,1.07,-0.08,0,0.000,0,0,5653.000,71.458,18.824,102.200,3.191,195.800
165.449,1757547169.449,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,-0.05,0.90,-0.15,0,0.000,0,0,5653.000,71.458,18.824,102.200,3.191,195.800
165.497,1757547169.497,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,-0.03,0.90,-0.15,0,0.000,0,0,5653.000,71.458,18.824,102.200,3.191,195.800
165.512,1757547169.512,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,-0.03,1.08,0.01,0,0.000,0,1,4517.750,70.215,31.765,102.200,10.443,195.800
165.568,1757547169.568,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,-0.06,1.17,0.08,0,0.000,0,0,4517.750,70.215,31.765,102.200,10.443,195.800
165.618,1757547169.618,1,3,0,0,0,0.000,32.5210752,-97.6108093,312.5,1025,70.1,55.4,5.9,-0.14,1.17,0.08,0,0.000,0,0,4517.750,70.215,31.765,102.200,10.443,195.800
165.643,1757547169.643,1,3,0,0,1,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.22,1.10,0.09,0,0.000,0,0,4517.750,70.215,31.765,102.200,10.443,195.800
165.698,1757547169.698,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.22,1.06,0.04,0,0.000,0,0,4517.750,70.215,31.765,102.200,10.443,195.800
165.749,1757547169.749,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.15,0.78,-0.10,0,0.000,0,0,4517.750,70.215,31.765,102.200,10.443,195.800
165.799,1757547169.799,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.15,0.68,-0.10,0,0.000,0,0,4517.750,70.215,31.765,102.200,10.443,195.800
165.849,1757547169.849,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.18,0.68,0.03,0,0.000,0,0,4517.750,70.215,31.765,102.200,10.443,195.800
165.899,1757547169.899,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.19,0.73,0.10,0,0.000,0,0,4517.750,70.215,31.765,102.200,10.443,195.800
165.927,1757547169.927,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.19,0.73,0.11,0,0.000,0,1,4694.750,71.458,58.431,102.200,14.214,195.800
165.980,1757547169.980,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.20,0.74,0.11,0,0.000,0,0,4694.750,71.458,58.431,102.200,14.214,195.800
166.030,1757547170.030,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.20,0.74,0.05,0,0.000,0,0,4694.750,71.458,58.431,102.200,14.214,195.800
166.080,1757547170.080,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.20,0.74,0.01,0,0.000,0,0,4694.750,71.458,58.431,102.200,14.214,195.800
166.131,1757547170.131,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.20,0.74,-0.09,0,0.000,0,0,4694.750,71.458,58.431,102.200,14.214,195.800
166.181,1757547170.181,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.17,0.77,-0.09,0,0.000,0,0,4694.750,71.458,58.431,102.200,14.214,195.800
166.231,1757547170.231,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.14,0.90,-0.07,0,0.000,0,0,4694.750,71.458,58.431,102.200,14.214,195.800
166.265,1757547170.265,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.14,0.94,-0.05,0,0.000,0,1,4734.500,72.700,65.490,102.200,12.618,195.800
166.312,1757547170.312,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.17,1.00,-0.05,0,0.000,0,0,4734.500,72.700,65.490,102.200,12.618,195.800
166.362,1757547170.362,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.17,1.04,-0.04,0,0.000,0,0,4734.500,72.700,65.490,102.200,12.618,195.800
166.412,1757547170.412,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.11,1.00,-0.07,0,0.000,0,0,4734.500,72.700,65.490,102.200,12.618,195.800
166.462,1757547170.462,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.03,1.04,-0.04,0,0.000,0,0,4734.500,72.700,65.490,102.200,12.618,195.800
166.513,1757547170.513,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.03,1.09,-0.07,0,0.000,0,0,4734.500,72.700,65.490,102.200,12.618,195.800
166.563,1757547170.563,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.03,1.09,-0.06,0,0.000,0,0,4734.500,72.700,65.490,102.200,12.618,195.800
166.613,1757547170.613,1,3,0,0,0,0.000,32.5214142,-97.6105816,311.8,1023,78.8,30.4,3.5,-0.06,1.03,-0.07,0,0.000,0,0,4734.500,72.700,65.490,102.200,12.618,195.800
166.643,1757547170.643,1,3,0,0,1,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.06,0.98,-0.06,0,0.000,0,0,4734.500,72.700,65.490,102.200,12.618,195.800
166.663,1757547170.663,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.06,1.03,0.05,0,0.000,0,1,4778.750,73.322,28.235,102.200,8.702,195.800
166.722,1757547170.722,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.05,1.04,0.05,0,0.000,0,0,4778.750,73.322,28.235,102.200,8.702,195.800
166.774,1757547170.774,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.08,1.05,-0.01,0,0.000,0,0,4778.750,73.322,28.235,102.200,8.702,195.800
166.824,1757547170.824,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.05,1.04,-0.04,0,0.000,0,0,4778.750,73.322,28.235,102.200,8.702,195.800
166.875,1757547170.875,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.08,0.85,-0.14,0,0.000,0,0,4778.750,73.322,28.235,102.200,8.702,195.800
166.925,1757547170.925,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.09,0.85,-0.14,0,0.000,0,0,4778.750,73.322,28.235,102.200,8.702,195.800
166.975,1757547170.975,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.12,1.06,-0.06,0,0.000,0,0,4778.750,73.322,28.235,102.200,8.702,195.800
167.025,1757547171.025,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.14,1.06,-0.06,0,0.000,0,0,4778.750,73.322,28.235,102.200,8.702,195.800
167.052,1757547171.052,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.22,1.02,-0.08,0,0.000,0,1,4740.250,72.700,44.314,102.200,13.343,195.800
167.108,1757547171.108,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.22,0.94,-0.10,0,0.000,0,0,4740.250,72.700,44.314,102.200,13.343,195.800
167.156,1757547171.156,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.24,1.02,-0.10,0,0.000,0,0,4740.250,72.700,44.314,102.200,13.343,195.800
167.208,1757547171.208,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.16,1.06,-0.08,0,0.000,0,0,4740.250,72.700,44.314,102.200,13.343,195.800
167.257,1757547171.257,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.19,1.12,-0.08,0,0.000,0,0,4740.250,72.700,44.314,102.200,13.343,195.800
167.308,1757547171.308,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.16,1.12,-0.09,0,0.000,0,0,4740.250,72.700,44.314,102.200,13.343,195.800
167.357,1757547171.357,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.19,1.07,-0.10,0,0.000,0,0,4740.250,72.700,44.314,102.200,13.343,195.800
167.408,1757547171.408,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.21,1.02,-0.13,0,0.000,0,0,4740.250,72.700,44.314,102.200,13.343,195.800
167.458,1757547171.458,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.21,1.02,-0.13,0,0.000,0,0,4740.250,72.700,44.314,102.200,13.343,195.800
167.508,1757547171.508,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.21,1.09,-0.05,0,0.000,0,0,4740.250,72.700,44.314,102.200,13.343,195.800
167.558,1757547171.558,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.16,1.17,-0.03,0,0.000,0,0,4740.250,72.700,44.314,102.200,13.343,195.800
167.602,1757547171.602,1,3,0,0,0,0.000,32.5216724,-97.6103920,311.3,1021,78.8,28.1,3.5,-0.16,1.22,0.05,0,0.000,0,1,4825.000,73.322,91.765,102.200,14.214,197.600
167.644,1757547171.644,1,3,0,0,1,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.16,1.25,0.15,0,0.000,0,0,4825.000,73.322,91.765,102.200,14.214,197.600
167.699,1757547171.699,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.23,1.24,0.15,0,0.000,0,0,4825.000,73.322,91.765,102.200,14.214,197.600
167.749,1757547171.749,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.14,1.24,0.02,0,0.000,0,0,4825.000,73.322,91.765,102.200,14.214,197.600
167.799,1757547171.799,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.23,1.18,0.02,0,0.000,0,0,4825.000,73.322,91.765,102.200,14.214,197.600
167.850,1757547171.850,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.14,1.16,0.02,0,0.000,0,0,4825.000,73.322,91.765,102.200,14.214,197.600
167.900,1757547171.900,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.27,1.16,-0.08,0,0.000,0,0,4825.000,73.322,91.765,102.200,14.214,197.600
167.950,1757547171.950,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.21,1.04,-0.09,0,0.000,0,0,4825.000,73.322,91.765,102.200,14.214,197.600
168.000,1757547172.000,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.21,0.96,-0.08,0,0.000,0,0,4825.000,73.322,91.765,102.200,14.214,197.600
168.009,1757547172.009,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.21,0.96,-0.08,0,0.000,0,1,4895.500,74.565,91.765,102.200,14.069,197.600
168.051,1757547172.051,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.16,0.96,-0.08,0,0.000,0,0,4895.500,74.565,91.765,102.200,14.069,197.600
168.101,1757547172.101,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.12,0.99,0.01,0,0.000,0,0,4895.500,74.565,91.765,102.200,14.069,197.600
168.151,1757547172.151,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.12,1.22,0.19,0,0.000,0,0,4895.500,74.565,91.765,102.200,14.069,197.600
168.201,1757547172.201,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.31,1.22,0.19,0,0.000,0,0,4895.500,74.565,91.765,102.200,14.069,197.600
168.252,1757547172.252,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.31,1.08,-0.08,0,0.000,0,0,4895.500,74.565,91.765,102.200,14.069,197.600
168.302,1757547172.302,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.19,0.89,-0.08,0,0.000,0,0,4895.500,74.565,91.765,102.200,14.069,197.600
168.352,1757547172.352,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.19,0.89,-0.07,0,0.000,0,0,4895.500,74.565,91.765,102.200,14.069,197.600
168.371,1757547172.371,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.19,1.04,-0.07,0,0.000,0,1,4915.000,75.186,91.765,102.200,14.214,197.600
168.423,1757547172.423,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.26,1.04,-0.03,0,0.000,0,0,4915.000,75.186,91.765,102.200,14.214,197.600
168.473,1757547172.473,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.27,1.05,-0.06,0,0.000,0,0,4915.000,75.186,91.765,102.200,14.214,197.600
168.523,1757547172.523,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.26,0.98,-0.06,0,0.000,0,0,4915.000,75.186,91.765,102.200,14.214,197.600
168.573,1757547172.573,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.20,0.92,-0.16,0,0.000,0,0,4915.000,75.186,91.765,102.200,14.214,197.600
168.624,1757547172.624,1,3,0,0,0,0.000,32.5219663,-97.6102747,311.5,1022,76.7,10.9,5.6,-0.19,0.82,-0.16,0,0.000,0,0,4915.000,75.186,91.765,102.200,14.214,197.600
168.643,1757547172.643,1,3,0,0,1,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.19,0.82,-0.16,0,0.000,0,0,4915.000,75.186,91.765,102.200,14.214,197.600
168.694,1757547172.694,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.16,0.87,-0.11,0,0.000,0,0,4915.000,75.186,91.765,102.200,14.214,197.600
168.725,1757547172.725,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.19,1.09,0.02,0,0.000,0,1,4935.750,75.186,91.765,102.200,13.924,197.600
168.774,1757547172.774,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.20,1.14,0.07,0,0.000,0,0,4935.750,75.186,91.765,102.200,13.924,197.600
168.825,1757547172.825,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.20,1.14,0.07,0,0.000,0,0,4935.750,75.186,91.765,102.200,13.924,197.600
168.875,1757547172.875,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.20,1.14,-0.03,0,0.000,0,0,4935.750,75.186,91.765,102.200,13.924,197.600
168.925,1757547172.925,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.20,0.78,-0.09,0,0.000,0,0,4935.750,75.186,91.765,102.200,13.924,197.600
168.975,1757547172.975,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.15,0.70,-0.12,0,0.000,0,0,4935.750,75.186,91.765,102.200,13.924,197.600
169.026,1757547173.026,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.15,0.70,-0.12,0,0.000,0,0,4935.750,75.186,91.765,102.200,13.924,197.600
169.076,1757547173.076,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.15,0.77,-0.04,0,0.000,0,0,4935.750,75.186,91.765,102.200,13.924,197.600
169.127,1757547173.127,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.24,0.77,-0.03,0,0.000,0,0,4935.750,75.186,91.765,102.200,13.924,197.600
169.176,1757547173.176,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.22,0.74,-0.03,0,0.000,0,0,4935.750,75.186,91.765,102.200,13.924,197.600
169.213,1757547173.213,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.22,0.70,-0.07,0,0.000,0,1,4974.500,76.429,91.765,100.400,14.069,197.600
169.267,1757547173.267,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.22,0.70,-0.07,0,0.000,0,0,4974.500,76.429,91.765,100.400,14.069,197.600
169.317,1757547173.317,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.23,0.71,-0.05,0,0.000,0,0,4974.500,76.429,91.765,100.400,14.069,197.600
169.367,1757547173.367,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.23,0.74,-0.05,0,0.000,0,0,4974.500,76.429,91.765,100.400,14.069,197.600
169.418,1757547173.418,1,3,0,0,0,0.000,32.5222842,-97.6103428,312.0,1024,76.4,341.5,3.5,-0.19,0.71,-0.09,0,0.000,0,0,4974.500,76.429,91.765,100.400,14.069,197.600
