# RaceRender Data: TrackAddict 4.8.2 on iOS 26.0 [iPhone14,5] (Mode: 0)
# Vehicle: 2021 Mazda MX-5 Club
# Vehicle Tune: OSID's: PAEAEB000PEP6010, CVN's: 50F61056
# End Point: 32.523121, -97.615272  @ -1.00 deg
# Split Point 1: 32.521038, -97.618430  @ -1.00 deg
# Split Point 2: 32.523611, -97.613974  @ -1.00 deg
# Split Point 3: 32.523863, -97.611440  @ -1.00 deg
# GPS: iOS; Type: 0
# OBD Mode: BLE; ID: "ELM327 v1.5"
# OBD Settings: AP1;AF1;RPR0
# User Settings: U0;AS1;LT0/1;EC0;VC0;VQ3;VS1
# Device Free Space: 18135 MB
"Time","UTC Time","Lap","Sector","Predicted Lap Time","Predicted vs Best Lap","GPS_Update","GPS_Delay","Latitude","Longitude","Altitude (m)","Altitude (ft)","Speed (MPH)","Heading","Accuracy (m)","Accel X","Accel Y","Accel Z","Brake (calculated)","Barometric Pressure (PSI)","Pressure Altitude (ft)","OBD_Update","Engine Speed (RPM) *OBD","Vehicle Speed (mph) *OBD","Throttle Position (%) *OBD","Intake Air Temp (F) *OBD","Intake Manifold Pressure (PSI) *OBD","Engine Coolant Temp (F) *OBD"
0.000,1757547004.000,0,0,0,0,1,0.000,32.5230569,-97.6176372,316.6,1039,15.3,264.9,12.7,0.03,0.27,0.04,0,0.000,0,1,3555.500,17.398,17.255,138.200,3.336,194.000
0.011,1757547004.011,0,0,0,0,0,0.000,32.5230569,-97.6176372,316.6,1039,15.3,264.9,12.7,0.06,0.29,0.04,0,0.000,0,0,3555.500,17.398,17.255,138.200,3.336,194.000
0.057,1757547004.057,0,0,0,0,0,0.000,32.5230569,-97.6176372,316.6,1039,15.3,264.9,12.7,0.02,0.29,0.02,0,0.000,0,0,3555.500,17.398,17.255,138.200,3.336,194.000
0.111,1757547004.111,0,0,0,0,0,0.000,32.5230569,-97.6176372,316.6,1039,15.3,264.9,12.7,0.15,0.29,0.01,0,0.000,0,0,3555.500,17.398,17.255,138.200,3.336,194.000
0.168,1757547004.168,0,0,0,0,0,0.000,32.5230569,-97.6176372,316.6,1039,15.3,264.9,12.7,0.15,0.16,-0.05,0,0.000,0,0,3555.500,17.398,17.255,138.200,3.336,194.000
0.218,1757547004.218,0,0,0,0,0,0.000,32.5230569,-97.6176372,316.6,1039,15.3,264.9,12.7,0.15,0.08,-0.13,0,0.000,0,0,3555.500,17.398,17.255,138.200,3.336,194.000
0.249,1757547004.249,0,0,0,0,0,0.000,32.5230569,-97.6176372,316.6,1039,15.3,264.9,12.7,0.15,0.08,-0.13,0,0.000,0,1,3516.500,16.777,16.863,138.200,3.481,194.000
0.298,1757547004.298,0,0,0,0,0,0.000,32.5230569,-97.6176372,316.6,1039,15.3,264.9,12.7,0.12,0.24,-0.04,0,0.000,0,0,3516.500,16.777,16.863,138.200,3.481,194.000
0.348,1757547004.348,0,0,0,0,0,0.000,32.5230569,-97.6176372,316.6,1039,15.3,264.9,12.7,0.12,0.32,0.04,0,0.000,0,0,3516.500,16.777,16.863,138.200,3.481,194.000
0.399,1757547004.399,0,0,0,0,0,0.000,32.5230569,-97.6176372,316.6,1039,15.3,264.9,12.7,0.09,0.53,0.01,0,0.000,0,0,3516.500,16.777,16.863,138.200,3.481,194.000
0.449,1757547004.449,0,0,0,0,0,0.000,32.5230569,-97.6176372,316.6,1039,15.3,264.9,12.7,0.09,0.53,0.01,0,0.000,0,0,3516.500,16.777,16.863,138.200,3.481,194.000
0.499,1757547004.499,0,0,0,0,0,0.000,32.5230569,-97.6176372,316.6,1039,15.3,264.9,12.7,0.10,0.52,0.01,0,0.000,0,0,3516.500,16.777,16.863,138.200,3.481,194.000
0.550,1757547004.550,0,0,0,0,0,0.000,32.5230569,-97.6176372,316.6,1039,15.3,264.9,12.7,0.12,0.36,-0.00,0,0.000,0,0,3516.500,16.777,16.863,138.200,3.481,194.000
0.600,1757547004.600,0,0,0,0,0,0.000,32.5230569,-97.6176372,316.6,1039,15.3,264.9,12.7,0.10,0.34,-0.06,0,0.000,0,0,3516.500,16.777,16.863,138.200,3.481,194.000
0.644,1757547004.644,0,0,0,0,1,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.14,0.07,-0.04,0,0.000,0,0,3516.500,16.777,16.863,138.200,3.481,194.000
0.674,1757547004.674,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.13,0.07,-0.04,0,0.000,0,1,3382.500,16.156,16.471,138.200,3.481,194.000
0.720,1757547004.720,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.13,0.14,0.05,0,0.000,0,0,3382.500,16.156,16.471,138.200,3.481,194.000
0.771,1757547004.771,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.08,0.18,0.05,0,0.000,0,0,3382.500,16.156,16.471,138.200,3.481,194.000
0.821,1757547004.821,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.04,0.18,-0.01,0,0.000,0,0,3382.500,16.156,16.471,138.200,3.481,194.000
0.871,1757547004.871,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.04,0.25,-0.07,0,0.000,0,0,3382.500,16.156,16.471,138.200,3.481,194.000
0.922,1757547004.922,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.02,0.39,-0.07,0,0.000,0,0,3382.500,16.156,16.471,138.200,3.481,194.000
0.972,1757547004.972,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.00,0.42,-0.07,0,0.000,0,0,3382.500,16.156,16.471,138.200,3.481,194.000
1.022,1757547005.022,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.01,0.53,0.00,0,0.000,0,0,3382.500,16.156,16.471,138.200,3.481,194.000
1.031,1757547005.031,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.01,0.53,0.00,0,0.000,0,1,3262.000,15.534,16.863,138.200,3.336,194.000
1.072,1757547005.072,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.01,0.59,0.02,0,0.000,0,0,3262.000,15.534,16.863,138.200,3.336,194.000
1.122,1757547005.122,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.03,0.62,0.02,0,0.000,0,0,3262.000,15.534,16.863,138.200,3.336,194.000
1.173,1757547005.173,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.07,0.59,0.02,0,0.000,0,0,3262.000,15.534,16.863,138.200,3.336,194.000
1.223,1757547005.223,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.07,0.63,-0.03,0,0.000,0,0,3262.000,15.534,16.863,138.200,3.336,194.000
1.273,1757547005.273,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.05,0.49,-0.08,0,0.000,0,0,3262.000,15.534,16.863,138.200,3.336,194.000
1.324,1757547005.324,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.05,0.49,-0.03,0,0.000,0,0,3262.000,15.534,16.863,138.200,3.336,194.000
1.374,1757547005.374,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.05,0.49,-0.02,0,0.000,0,0,3262.000,15.534,16.863,138.200,3.336,194.000
1.393,1757547005.393,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.06,0.46,-0.02,0,0.000,0,1,3158.750,15.534,18.824,138.200,5.366,194.000
1.444,1757547005.444,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.06,0.37,-0.01,0,0.000,0,0,3158.750,15.534,18.824,138.200,5.366,194.000
1.495,1757547005.495,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,0.06,0.37,0.05,0,0.000,0,0,3158.750,15.534,18.824,138.200,5.366,194.000
1.545,1757547005.545,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,-0.02,0.37,0.05,0,0.000,0,0,3158.750,15.534,18.824,138.200,5.366,194.000
1.595,1757547005.595,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,-0.05,0.37,0.05,0,0.000,0,0,3158.750,15.534,18.824,138.200,5.366,194.000
1.645,1757547005.645,0,0,0,0,0,0.000,32.5230510,-97.6177162,316.8,1039,16.8,264.9,16.6,-0.05,0.31,-0.04,0,0.000,0,0,3158.750,15.534,18.824,138.200,5.366,194.000
1.647,1757547005.647,0,0,0,0,1,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.05,0.31,-0.04,0,0.000,0,0,3158.750,15.534,18.824,138.200,5.366,194.000
1.696,1757547005.696,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.02,0.29,-0.04,0,0.000,0,0,3158.750,15.534,18.824,138.200,5.366,194.000
1.746,1757547005.746,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.02,0.29,-0.04,0,0.000,0,0,3158.750,15.534,18.824,138.200,5.366,194.000
1.754,1757547005.754,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.02,0.29,-0.04,0,0.000,0,1,3202.000,15.534,21.961,138.200,7.542,194.000
1.796,1757547005.796,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.06,0.29,-0.00,0,0.000,0,0,3202.000,15.534,21.961,138.200,7.542,194.000
1.846,1757547005.846,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.12,0.31,0.04,0,0.000,0,0,3202.000,15.534,21.961,138.200,7.542,194.000
1.897,1757547005.897,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.12,0.31,0.04,0,0.000,0,0,3202.000,15.534,21.961,138.200,7.542,194.000
1.947,1757547005.947,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.12,0.39,0.04,0,0.000,0,0,3202.000,15.534,21.961,138.200,7.542,194.000
1.997,1757547005.997,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.17,0.37,0.02,0,0.000,0,0,3202.000,15.534,21.961,138.200,7.542,194.000
2.048,1757547006.048,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.17,0.39,0.02,0,0.000,0,0,3202.000,15.534,21.961,138.200,7.542,194.000
2.097,1757547006.097,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.17,0.37,0.02,0,0.000,0,0,3202.000,15.534,21.961,138.200,7.542,194.000
2.148,1757547006.148,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.15,0.35,0.00,0,0.000,0,0,3202.000,15.534,21.961,138.200,7.542,194.000
2.196,1757547006.196,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.15,0.35,0.00,0,0.000,0,1,3352.250,16.156,21.961,138.200,9.718,194.000
2.248,1757547006.248,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.18,0.35,-0.02,0,0.000,0,0,3352.250,16.156,21.961,138.200,9.718,194.000
2.299,1757547006.299,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.18,0.18,-0.02,0,0.000,0,0,3352.250,16.156,21.961,138.200,9.718,194.000
2.349,1757547006.349,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.16,0.18,0.10,0,0.000,0,0,3352.250,16.156,21.961,138.200,9.718,194.000
2.399,1757547006.399,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.16,0.13,0.10,0,0.000,0,0,3352.250,16.156,21.961,138.200,9.718,194.000
2.449,1757547006.449,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.16,0.17,0.03,0,0.000,0,0,3352.250,16.156,21.961,138.200,9.718,194.000
2.500,1757547006.500,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.11,0.17,-0.04,0,0.000,0,0,3352.250,16.156,21.961,138.200,9.718,194.000
2.550,1757547006.550,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.03,0.17,-0.08,0,0.000,0,0,3352.250,16.156,21.961,138.200,9.718,194.000
2.560,1757547006.560,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.03,0.17,-0.08,0,0.000,0,1,3670.750,17.398,12.941,138.200,3.771,194.000
2.600,1757547006.600,0,0,0,0,0,0.000,32.5228590,-97.6177454,316.7,1039,15.2,221.5,4.8,-0.03,0.20,-0.08,0,0.000,0,0,3670.750,17.398,12.941,138.200,3.771,194.000
2.648,1757547006.648,0,0,0,0,1,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.06,0.02,-0.03,0,0.000,0,0,3670.750,17.398,12.941,138.200,3.771,194.000
2.701,1757547006.701,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.06,0.01,0.05,0,0.000,0,0,3670.750,17.398,12.941,138.200,3.771,194.000
2.751,1757547006.751,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.44,0.01,-0.02,1,0.000,0,0,3670.750,17.398,12.941,138.200,3.771,194.000
2.801,1757547006.801,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.44,0.01,-0.02,1,0.000,0,0,3670.750,17.398,12.941,138.200,3.771,194.000
2.851,1757547006.851,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.30,-0.07,-0.08,1,0.000,0,0,3670.750,17.398,12.941,138.200,3.771,194.000
2.902,1757547006.902,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.30,-0.07,-0.08,1,0.000,0,0,3670.750,17.398,12.941,138.200,3.771,194.000
2.908,1757547006.908,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.30,-0.07,-0.08,1,0.000,0,1,3576.000,17.398,16.863,138.200,3.481,194.000
2.952,1757547006.952,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.28,-0.11,-0.01,1,0.000,0,0,3576.000,17.398,16.863,138.200,3.481,194.000
3.002,1757547007.002,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.14,-0.12,-0.01,0,0.000,0,0,3576.000,17.398,16.863,138.200,3.481,194.000
3.052,1757547007.052,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.14,-0.15,-0.02,0,0.000,0,0,3576.000,17.398,16.863,138.200,3.481,194.000
3.103,1757547007.103,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.20,-0.20,-0.02,1,0.000,0,0,3576.000,17.398,16.863,138.200,3.481,194.000
3.153,1757547007.153,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.23,-0.20,-0.02,1,0.000,0,0,3576.000,17.398,16.863,138.200,3.481,194.000
3.203,1757547007.203,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.23,-0.19,0.00,1,0.000,0,0,3576.000,17.398,16.863,138.200,3.481,194.000
3.253,1757547007.253,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.08,-0.17,-0.02,0,0.000,0,0,3576.000,17.398,16.863,138.200,3.481,194.000
3.304,1757547007.304,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.08,-0.17,-0.02,0,0.000,0,0,3576.000,17.398,16.863,138.200,3.481,194.000
3.344,1757547007.344,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.09,-0.19,-0.02,0,0.000,0,1,3264.500,15.534,16.078,138.200,3.336,194.000
3.394,1757547007.394,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.14,-0.31,-0.07,0,0.000,0,0,3264.500,15.534,16.078,138.200,3.336,194.000
3.444,1757547007.444,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.14,-0.31,-0.02,0,0.000,0,0,3264.500,15.534,16.078,138.200,3.336,194.000
3.495,1757547007.495,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.14,-0.31,-0.06,0,0.000,0,0,3264.500,15.534,16.078,138.200,3.336,194.000
3.545,1757547007.545,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.13,-0.35,-0.06,0,0.000,0,0,3264.500,15.534,16.078,138.200,3.336,194.000
3.595,1757547007.595,0,0,0,0,0,0.000,32.5227873,-97.6177576,316.6,1039,16.2,197.2,4.4,0.13,-0.35,-0.06,0,0.000,0,0,3264.500,15.534,16.078,138.200,3.336,194.000
3.645,1757547007.645,0,0,0,0,1,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.13,-0.39,-0.06,0,0.000,0,0,3264.500,15.534,16.078,138.200,3.336,194.000
3.696,1757547007.696,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.17,-0.38,-0.03,0,0.000,0,0,3264.500,15.534,16.078,138.200,3.336,194.000
3.746,1757547007.746,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.17,-0.39,-0.10,0,0.000,0,0,3264.500,15.534,16.078,138.200,3.336,194.000
3.796,1757547007.796,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.19,-0.38,-0.06,0,0.000,0,0,3264.500,15.534,16.078,138.200,3.336,194.000
3.848,1757547007.848,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.19,-0.38,-0.06,0,0.000,0,0,3264.500,15.534,16.078,138.200,3.336,194.000
3.869,1757547007.869,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.26,-0.38,-0.05,1,0.000,0,1,2963.500,14.292,15.294,134.600,3.046,192.200
3.917,1757547007.917,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.19,-0.40,-0.05,0,0.000,0,0,2963.500,14.292,15.294,134.600,3.046,192.200
3.967,1757547007.967,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.15,-0.40,-0.05,0,0.000,0,0,2963.500,14.292,15.294,134.600,3.046,192.200
4.017,1757547008.017,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.11,-0.33,0.04,0,0.000,0,0,2963.500,14.292,15.294,134.600,3.046,192.200
4.068,1757547008.068,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.11,-0.33,0.04,0,0.000,0,0,2963.500,14.292,15.294,134.600,3.046,192.200
4.118,1757547008.118,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.10,-0.48,-0.03,0,0.000,0,0,2963.500,14.292,15.294,134.600,3.046,192.200
4.168,1757547008.168,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.10,-0.48,-0.04,0,0.000,0,0,2963.500,14.292,15.294,134.600,3.046,192.200
4.218,1757547008.218,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.10,-0.49,-0.04,0,0.000,0,0,2963.500,14.292,15.294,134.600,3.046,192.200
4.239,1757547008.239,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.10,-0.57,-0.05,0,0.000,0,1,2815.750,13.049,20.000,134.600,5.366,192.200
4.289,1757547008.289,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.06,-0.57,-0.03,0,0.000,0,0,2815.750,13.049,20.000,134.600,5.366,192.200
4.339,1757547008.339,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.03,-0.56,0.02,0,0.000,0,0,2815.750,13.049,20.000,134.600,5.366,192.200
4.389,1757547008.389,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.03,-0.52,0.02,0,0.000,0,0,2815.750,13.049,20.000,134.600,5.366,192.200
4.440,1757547008.440,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,0.03,-0.50,0.02,0,0.000,0,0,2815.750,13.049,20.000,134.600,5.366,192.200
4.490,1757547008.490,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,-0.02,-0.47,-0.03,0,0.000,0,0,2815.750,13.049,20.000,134.600,5.366,192.200
4.540,1757547008.540,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,-0.02,-0.47,-0.03,0,0.000,0,0,2815.750,13.049,20.000,134.600,5.366,192.200
4.590,1757547008.590,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,-0.04,-0.49,-0.03,0,0.000,0,0,2815.750,13.049,20.000,134.600,5.366,192.200
4.600,1757547008.600,0,0,0,0,0,0.000,32.5227085,-97.6177378,317.0,1040,17.7,178.0,3.8,-0.07,-0.57,0.02,0,0.000,0,1,2806.500,13.049,23.922,134.600,9.863,192.200
4.649,1757547008.649,0,0,0,0,1,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.07,-0.57,0.02,0,0.000,0,0,2806.500,13.049,23.922,134.600,9.863,192.200
4.701,1757547008.701,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.07,-0.56,0.04,0,0.000,0,0,2806.500,13.049,23.922,134.600,9.863,192.200
4.751,1757547008.751,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.10,-0.51,-0.05,0,0.000,0,0,2806.500,13.049,23.922,134.600,9.863,192.200
4.801,1757547008.801,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.10,-0.49,-0.05,0,0.000,0,0,2806.500,13.049,23.922,134.600,9.863,192.200
4.852,1757547008.852,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.11,-0.46,-0.05,0,0.000,0,0,2806.500,13.049,23.922,134.600,9.863,192.200
4.902,1757547008.902,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.13,-0.46,0.00,0,0.000,0,0,2806.500,13.049,23.922,134.600,9.863,192.200
4.922,1757547008.922,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.17,-0.45,0.00,0,0.000,0,1,3043.750,14.913,25.490,134.600,10.153,192.200
4.972,1757547008.972,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.21,-0.45,0.00,0,0.000,0,0,3043.750,14.913,25.490,134.600,10.153,192.200
5.022,1757547009.022,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.20,-0.42,-0.03,0,0.000,0,0,3043.750,14.913,25.490,134.600,10.153,192.200
5.073,1757547009.073,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.21,-0.42,0.01,0,0.000,0,0,3043.750,14.913,25.490,134.600,10.153,192.200
5.123,1757547009.123,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.20,-0.42,-0.02,0,0.000,0,0,3043.750,14.913,25.490,134.600,10.153,192.200
5.173,1757547009.173,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.21,-0.42,-0.02,0,0.000,0,0,3043.750,14.913,25.490,134.600,10.153,192.200
5.223,1757547009.223,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.21,-0.37,-0.03,0,0.000,0,0,3043.750,14.913,25.490,134.600,10.153,192.200
5.274,1757547009.274,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.23,-0.37,-0.03,0,0.000,0,0,3043.750,14.913,25.490,134.600,10.153,192.200
5.324,1757547009.324,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.23,-0.37,-0.03,0,0.000,0,0,3043.750,14.913,25.490,134.600,10.153,192.200
5.374,1757547009.374,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.25,-0.32,-0.02,0,0.000,0,0,3043.750,14.913,25.490,134.600,10.153,192.200
5.379,1757547009.379,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.25,-0.32,-0.02,0,0.000,0,1,3408.250,16.777,28.627,134.600,11.168,192.200
5.424,1757547009.424,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.27,-0.35,-0.02,0,0.000,0,0,3408.250,16.777,28.627,134.600,11.168,192.200
5.475,1757547009.475,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.28,-0.33,-0.02,0,0.000,0,0,3408.250,16.777,28.627,134.600,11.168,192.200
5.525,1757547009.525,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.28,-0.33,-0.02,0,0.000,0,0,3408.250,16.777,28.627,134.600,11.168,192.200
5.575,1757547009.575,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.29,-0.33,-0.03,0,0.000,0,0,3408.250,16.777,28.627,134.600,11.168,192.200
5.625,1757547009.625,0,0,0,0,0,0.000,32.5226610,-97.6177515,317.0,1040,13.5,191.7,3.4,-0.33,-0.31,-0.03,0,0.000,0,0,3408.250,16.777,28.627,134.600,11.168,192.200
5.642,1757547009.642,0,0,0,0,1,0.000,32.5226305,-97.6178163,316.8,1039,13.7,227.2,3.1,-0.33,-0.31,-0.03,0,0.000,0,0,3408.250,16.777,28.627,134.600,11.168,192.200
5.696,1757547009.696,0,0,0,0,0,0.000,32.5226305,-97.6178163,316.8,1039,13.7,227.2,3.1,-0.33,-0.29,-0.01,0,0.000,0,0,3408.250,16.777,28.627,134.600,11.168,192.200
